290.0,1.5145777204082
312.1,1.5092112868865
334.2,1.5049961987453
356.3,1.5016153970446
378.4,1.4988558885761
400.5,1.496569610433
422.6,1.4946506898002
444.7,1.4930216011953
466.8,1.4916244098644
488.9,1.49041505042
511.0,1.4893594837084
533.1,1.4884310526027
555.2,1.4876086240083
577.3,1.486875258765
599.4,1.486217243501
621.5,1.4856233753353
643.6,1.4850844262039
665.7,1.4845927367446
687.8,1.484141904927
709.9,1.483726544853
732.0,1.4833420981287
754.1,1.4829846850495
776.2,1.482650986233
798.3,1.4823381477539
820.4,1.4820437045732
842.5,1.4817655183243
864.6,1.481501726448
886.7,1.4812507003621
908.8,1.4810110108734
930.9,1.4807813994261
953.0,1.4805607540874
975.1,1.4803480893939
997.2,1.4801425293651
