360,1.1151
361,0.8927
362,0.9129
363,1.0740
364,1.0922
365,1.0560
366,1.2973
367,1.2525
368,1.1615
369,1.2021
370,1.2907
371,1.1480
372,1.0890
373,1.0449
374,0.9539
375,0.9484
376,1.1345
377,1.2004
378,1.4325
379,1.2202
380,1.0939
381,1.2592
382,0.9514
383,0.7072
384,0.7826
385,1.0801
386,0.9598
387,0.9969
388,0.9929
389,1.0789
390,1.2447
391,1.3312
392,1.2405
393,0.6884
394,0.7939
395,1.2850
396,1.2319
397,0.6265
398,1.3783
399,1.6672
400,1.7163
401,1.7519
402,1.8012
403,1.7126
404,1.7622
405,1.6983
406,1.6068
407,1.6164
408,1.6861
409,1.8466
410,1.5299
411,1.7390
412,1.8454
413,1.7370
414,1.8192
415,1.7688
416,1.8414
417,1.8174
418,1.6966
419,1.7613
420,1.6368
421,1.9260
422,1.7856
423,1.6634
424,1.7371
425,1.6739
426,1.7277
427,1.5874
428,1.6876
429,1.5558
430,1.2480
431,1.2880
432,1.8042
433,1.8187
434,1.5185
435,1.7717
436,1.9054
437,1.8774
438,1.6579
439,1.7325
440,1.8014
441,1.8649
442,1.9707
443,1.9266
444,1.9971
445,1.9760
446,1.8228
447,2.0043
448,2.0397
449,2.0130
450,2.0902
451,2.1812
452,2.0721
453,1.8733
454,2.0484
455,1.9586
456,2.1017
457,2.1161
458,2.0026
459,2.0615
460,2.0216
461,2.1087
462,2.0854
463,2.1247
464,2.0229
465,1.9781
466,2.0527
467,1.9384
468,2.0119
469,2.0479
470,1.9206
471,1.9660
472,2.1111
473,1.9776
474,2.0550
475,2.0880
476,1.9900
477,2.0469
478,2.1053
479,2.0673
480,2.1149
481,2.0670
482,2.0998
483,2.0276
484,2.0091
485,1.9786
486,1.5715
487,1.7982
488,1.9913
489,1.8816
490,2.0807
491,2.0092
492,1.8427
493,2.0118
494,1.9566
495,2.0698
496,1.9730
497,2.0205
498,1.9077
499,1.9531
500,1.9189
501,1.8556
502,1.8362
503,1.9477
504,1.8371
505,1.9688
506,2.0302
507,1.9238
508,1.8567
509,1.9665
510,1.9029
511,1.9373
512,1.9960
513,1.8645
514,1.8237
515,1.8804
516,1.8695
517,1.5183
518,1.7289
519,1.7665
520,1.8684
521,1.8384
522,1.9206
523,1.7997
524,1.9088
525,1.9470
526,1.8630
527,1.6928
528,1.8548
529,1.9819
530,1.8887
531,2.0090
532,1.9100
533,1.8172
534,1.8898
535,1.9271
536,1.9720
537,1.8126
538,1.9208
539,1.8649
540,1.7989
541,1.8084
542,1.8804
543,1.8233
544,1.9406
545,1.9016
546,1.8810
547,1.8872
548,1.8342
549,1.8952
550,1.8806
551,1.8495
552,1.8885
553,1.8338
554,1.8868
555,1.8961
556,1.8525
557,1.7988
558,1.8301
559,1.7430
560,1.8020
561,1.8708
562,1.8133
563,1.8822
564,1.8421
565,1.8486
566,1.8005
567,1.8636
568,1.8500
569,1.8270
570,1.8170
571,1.7441
572,1.8649
573,1.8449
574,1.8773
575,1.8130
576,1.7948
577,1.8453
578,1.7619
579,1.8634
580,1.8369
581,1.8292
582,1.8632
583,1.8502
584,1.8741
585,1.8252
586,1.7757
587,1.8393
588,1.8024
589,1.6172
590,1.7497
591,1.8083
592,1.8002
593,1.8331
594,1.7942
595,1.7812
596,1.7898
597,1.7968
598,1.8060
599,1.7855
600,1.7762
601,1.7435
602,1.7192
603,1.7809
604,1.7734
605,1.7750
606,1.7640
607,1.7620
608,1.7610
609,1.7239
610,1.7520
611,1.7296
612,1.7025
613,1.7223
614,1.6523
615,1.7196
616,1.6232
617,1.6366
618,1.7068
619,1.6832
620,1.7050
621,1.7162
622,1.7006
623,1.6628
624,1.6236
625,1.6353
626,1.7009
627,1.6982
628,1.6607
629,1.6580
630,1.6444
631,1.6276
632,1.6706
633,1.6648
634,1.6340
635,1.6236
636,1.6257
637,1.6606
638,1.6550
639,1.6530
640,1.6094
641,1.5836
642,1.6121
643,1.6142
644,1.5963
645,1.6200
646,1.6159
647,1.5812
648,1.5619
649,1.5600
650,1.5189
651,1.5944
652,1.595
653,1.6077
654,1.5962
655,1.4982
656,1.3960
657,1.4362
658,1.5382
659,1.5509
660,1.5576
661,1.5702
662,1.5664
663,1.5700
