667.635,2.374927,0.000013
669.214,2.374370,0.000012
670.794,2.373818,0.000012
672.374,2.373271,0.000012
673.954,2.372729,0.000011
675.534,2.372191,0.000011
677.113,2.371658,0.000011
678.693,2.371130,0.000011
680.273,2.370605,0.000010
681.852,2.370086,0.000010
683.432,2.369570,0.000010
685.011,2.369059,0.000010
686.590,2.368552,0.000010
688.170,2.368050,0.000009
689.749,2.367552,0.000009
691.328,2.367057,0.000009
692.907,2.366567,0.000009
694.487,2.366081,0.000009
696.066,2.365599,0.000008
697.645,2.365121,0.000008
699.224,2.364646,0.000008
700.803,2.364176,0.000008
702.381,2.363709,0.000008
703.960,2.363246,0.000008
705.539,2.362787,0.000007
707.118,2.362332,0.000007
708.696,2.361880,0.000007
710.275,2.361432,0.000007
711.854,2.360987,0.000007
713.432,2.360546,0.000007
715.010,2.360108,0.000007
716.589,2.359674,0.000006
718.167,2.359243,0.000006
719.745,2.358815,0.000006
721.324,2.358391,0.000006
722.902,2.357970,0.000006
724.480,2.357553,0.000006
726.058,2.357138,0.000006
727.636,2.356727,0.000006
729.214,2.356319,0.000006
730.792,2.355914,0.000005
732.369,2.355512,0.000005
733.947,2.355113,0.000005
735.525,2.354717,0.000005
737.102,2.354325,0.000005
738.680,2.353935,0.000005
740.257,2.353548,0.000005
741.835,2.353164,0.000005
743.412,2.352783,0.000005
744.989,2.352405,0.000005
746.566,2.352029,0.000005
748.144,2.351657,0.000004
749.721,2.351287,0.000004
751.298,2.350919,0.000004
752.875,2.350555,0.000004
754.451,2.350193,0.000004
756.028,2.349834,0.000004
757.605,2.349478,0.000004
759.182,2.349123,0.000004
760.758,2.348772,0.000004
762.335,2.348423,0.000004
763.911,2.348077,0.000004
765.488,2.347733,0.000004
767.064,2.347392,0.000004
768.640,2.347053,0.000004
770.216,2.346716,0.000003
771.792,2.346382,0.000003
773.368,2.346050,0.000003
774.944,2.345721,0.000003
776.520,2.345394,0.000003
778.096,2.345069,0.000003
779.672,2.344746,0.000003
781.247,2.344426,0.000003
782.823,2.344108,0.000003
784.398,2.343792,0.000003
785.974,2.343479,0.000003
787.549,2.343167,0.000003
789.124,2.342858,0.000003
790.700,2.342551,0.000003
792.275,2.342246,0.000003
793.850,2.341943,0.000003
795.425,2.341642,0.000003
797.000,2.341343,0.000003
798.574,2.341046,0.000003
800.149,2.340751,0.000003
801.724,2.340459,0.000003
803.298,2.340168,0.000002
804.873,2.339879,0.000002
806.447,2.339592,0.000002
808.021,2.339307,0.000002
809.596,2.339024,0.000002
811.170,2.338742,0.000002
812.744,2.338463,0.000002
814.318,2.338186,0.000002
815.891,2.337910,0.000002
817.465,2.337636,0.000002
819.039,2.337364,0.000002
820.613,2.337094,0.000002
822.186,2.336825,0.000002
823.760,2.336559,0.000002
825.333,2.336294,0.000002
826.906,2.336030,0.000002
828.479,2.335769,0.000002
830.052,2.335509,0.000002
831.625,2.335251,0.000002
833.198,2.334994,0.000002
834.771,2.334739,0.000002
836.344,2.334486,0.000002
837.916,2.334234,0.000002
839.489,2.333985,0.000002
841.061,2.333736,0.000002
842.634,2.333489,0.000002
844.206,2.333244,0.000002
845.778,2.333000,0.000002
847.350,2.332758,0.000002
848.922,2.332517,0.000002
850.494,2.332278,0.000002
