360.0,1.8028161001
380.0,1.7905788948419
401.2,1.7776074571692
422.4,1.7673620572474
443.6,1.7590649148507
464.8,1.7522127524444
486.0,1.7464635698826
507.2,1.741575877046
528.4,1.7373738218659
549.6,1.7337260730259
570.8,1.7305324562829
592.0,1.7277151818026
613.2,1.7252129043714
634.4,1.7229765939984
655.6,1.7209665988467
676.8,1.719150514229
698.0,1.7175016091415
719.2,1.7159976462946
740.4,1.7146199848831
761.6,1.7133528897994
782.8,1.7121829937648
804.0,1.7110988742233
825.2,1.7100907173852
846.4,1.7091500491754
867.6,1.7082695180523
888.8,1.7074427184169
910.0,1.7066640460471
931.2,1.7059285790036
952.4,1.7052319789414
973.6,1.7045704088776
994.8,1.703940464319
